 STATE COUNTY                    COUNTY_SEA                ZIP_CODE
 MN    WILKIN                    BRECKENRIDGE              56520
 MN    WINONA                    WINONA                    55987
 MN    WRIGHT                    BUFFALO                   55313
 MN    YELLOW MEDICINE           GRANITE FALLS             56241
 MO    ADAIR                     KIRKSVILLE                63501
 MO    ANDRAIN                   MEXICO                    65265
 MO    ANDREW                    SAVANNAH                  64485
 MO    ATCHISON                  ROCKPORT                  64482
 MO    BARRY                     CASSVILLE                 65625
 MO    BARTON                    LAMAR                     64759
 MO    BATES                     BUTLER                    64730
 MO    BENTON                    WARSAW                    65355
 MO    BOLLINGER                 MARBLE HILL               63764
 MO    BOONE                     COLUMBIA                  65201
 MO    BUCHANAN                  SAINT JOSEPH              64500
 MO    BUTLER                    POPLAR BLUFF              63901
 MO    CALDWELL                  KINGSTON                  64650
 MO    CALLAWAY                  FULTON                    65251
 MO    CAMDEN                    CAMDENTON                 65020
 MO    CAPE GIRARDEAU            JACKSON                   63755
 MO    CARROLL                   CARROLLTON                64633
 MO    CARTER                    VAN BUREN                 63965
 MO    CASS                      HARRISONVILLE             64701
 MO    CEDAR                     STOCKTON                  65785
 MO    CHARITON                  KEYTESVILLE               65261
 MO    CHRISTIAN                 OZARK                     65721
 MO    CLARK                     KAHOKA                    63445
 MO    CLAY                      LIBERTY                   64068
 MO    CLINTON                   PLATTSBURG                64477
 MO    COLE                      JEFFERSON CITY            65101
 MO    COOPER                    BOONVILLE                 65233
 MO    CRAWFORD                  STEELVILLE                65565
 MO    DADE                      GREENFIELD                65661
 MO    DALLAS                    BUFFALO                   65622
 MO    DAVIESS                   GALLATIN                  64640
 MO    DE KALB                   MAYSVILLE                 64469
 MO    DENT                      SALEM                     65560
 MO    DOUGLAS                   AVA                       65608
 MO    DUNKLIN                   KENNETT                   63857
 MO    FRANKLIN                  UNION                     63084
 MO    GASCONADE                 HERMANN                   65041
 MO    GENTRY                    ALBANY                    64402
 MO    GREENE                    SPRINGFIELD               65800
 MO    GRUNDY                    TRENTON                   64683
 MO    HARRISON                  BETHANY                   64424
 MO    HENRY                     CLINTON                   64735
 MO    HICKORY                   HERMITAGE                 65668
 MO    HOLT                      OREGON                    64473
 MO    HOWARD                    FAYETTE                   65248
 MO    HOWELL                    WEST PLAINS               65775
 MO    IRON                      IRONTON                   63650
 MO    JACKSON                   INDEPENDENCE              64000
 MO    JASPER                    CARTHAGE                  64836
 MO    JEFFERSON                 HILLSBORO                 63050
 MO    JOHNSON                   WARRENSBURG               64093
 MO    KNOX                      EDINA                     63537
 MO    LACLEDE                   LEBANON                   65536
 MO    LAFAYETTE                 LEXINGTON                 64067
 MO    LAWRENCE                  MOUT VERNON               65712
 MO    LEWIS                     MONTICELLO                63457
 MO    LINCOLN                   TROY                      63379
 MO    LINN                      LINNEUS                   64653
 MO    LIVINGSTON                CHILLICOTHE               64601
 MO    MACON                     MACON                     63552
 MO    MADISON                   FREDERICKTOWN             63645
 MO    MARIES                    VIENNA                    65582
 MO    MARION                    PALMYRA                   63461
 MO    MC DONALD                 PINEVILLE                 64856
 MO    MERCER                    PRINCETON                 64673
 MO    MILLER                    TUSCUMBIA                 65082
 MO    MISSISSIPPI               CHARLESTON                63834
 MO    MONITEAU                  CALIFORNIA                65018
 MO    MONROE                    PARIS                     65275
 MO    MONTGOMERY                MONTGOMERY CITY           63361
 MO    MORGAN                    VERSAILLES                65084
 MO    NEW MADRID                NEW MADRID                63869
 MO    NEWTON                    NEOSHO                    64850
 MO    NODAWAY                   MARYVILLE                 64468
 MO    OREGON                    ALTON                     65606
 MO    OSAGE                     LINN                      65051
 MO    OZARK                     GAINESVILLE               65655
 MO    PEMISCOT                  CARUTHERSVILLE            63830
 MO    PERRY                     PERRYVILLE                63775
 MO    PETTIS                    SEDALIA                   65301
 MO    PHELPS                    ROLLA                     65401
 MO    PIKE                      BOWLING GREEN             63334
 MO    PLATTE                    PLATTE CITY               64079
 MO    POLK                      BOLIVAR                   65613
 MO    PULASKI                   WAYNESVILLE               65583
 MO    PUTNAM                    UNIONVILLE                63565
